username,twhandle,postdate,content,responding,reply,retweet,like
Hemal :),@omeramedli21,2021-06-27T10:52:48.000Z,"- Ben bugün köyümde ki çoçuklara Kalem topladım
 +Kalemini veren bütün gençlere çoook teşekkür ederimm
#yks2021
#felsefe13
#osym2021
#matematik
#SorularCalındı
#ayt2021",,,,4,"['yks2021', 'felsefe13', 'osym2021', 'matematik', 'SorularCalındı', 'ayt2021']"
İrem,@Selammbenirem,2021-06-27T10:52:35.000Z,"#osym2021 bok gibi sınavdı, tüm emeklerimin çöp olmasına mı yanayım yoksa soruların çalınmasına mı? #yks2021 #yks21 #matematik #ayt",,,,3,"['osym2021', 'yks2021', 'yks21', 'matematik', 'ayt']"
İlke Canbulat,@ilke74331974,2021-06-27T10:51:34.000Z,Dün zamanım bugün beynim yetmedi yapacağınız sınavın aq #yks2021 #matematik,,,1,6,"['yks2021', 'matematik']"
v a n t e,@epiphonat_,2021-06-27T10:50:32.000Z,"çaprazımdakinin    / benim
ayt matematik        / ayt matematik 
optiği                       / optiğim
#ayt2021
#ayt2021
#matematik",,2,,11,"['ayt2021', 'ayt2021', 'matematik']"
Kripto,@Kripto57316042,2021-06-27T10:47:37.000Z,eyyy güzel insanlar #matematik size de girdi mi :D #ayt2021 #SorularCalındı,,,,,"['matematik', 'ayt2021', 'SorularCalındı']"
Meteoroloji Uzmanı,@4MevsimHava,2021-06-27T10:37:38.000Z,"30 taneye yakın yaparken sadece 11 tane yapabildim. Tüm çıkmışları doğru çözdüğüm halde yapamadım. Uzaktan yakından alakası yok.
#matematik #ayt2021",,,1,1,"['matematik', 'ayt2021']"
İlayda Yağmur,@Ygmrilay,2021-06-27T10:37:33.000Z,12 yıllık matematik bilgim yokmuş arkadaşlar #matematik,,,1,10,['matematik']
Zehra Demir _ZM,@ZehraDe33781659,2021-06-27T10:35:57.000Z,"Replying to 
@akil_tozu",#yks2021 #ayt2021 #matematik #ayt2021,,,1,[]
Özer JR,@jr_ozer,2021-06-27T10:34:13.000Z,Ayt matematik sorularını görünce babamla ben #ayt2021 #matematik #yks2021,,,2,16,"['ayt2021', 'matematik', 'yks2021']"
Merve Sena,@cahilvecuhela,2021-06-27T10:33:33.000Z,Dün soracaklari paragraf sorularını  matematiğe yazmışlar #ayt2021 #matematik,,,,4,"['ayt2021', 'matematik']"
Fahri Koçak,@fkk8810,2021-06-27T10:32:45.000Z,"İnsanları matematikten, okumaktan soğutmak için bu kadar çaba sarf etmenize gerek yoktu #yks2021 #matematik",,,6,84,"['yks2021', 'matematik']"
Kamu Gündemi,@kamugundemicom,2021-06-27T10:32:44.000Z,"YKS 2021 AYT Sosyal Bilimler Soruları! Tarih, Coğrafya, Felsefe, Din Soruları, Cevapları, Kolay Mıydı, Zor Muydu? Aday Yorumları ayt2021 #matematik #edebiyat #fizik #kimya #biyoloji #sondakika #yks2021 #fen #ayt #ösym #felsefe #edebiyat #tarih #coğrafya","YKS 2021 AYT Sosyal Bilimler Soruları! Tarih, Coğrafya, Felsefe, Din Soruları, Cevapları, Kolay...
2021 YKS AYT kapsamında adaylar 40 sosyal bilimler sorusuna yanıt verdiler. Sosyal Bilimler 2 kapsamında adaylar tarih, coğrafya, din kültürü,
kamugundemi.com",,,1,"['matematik', 'edebiyat', 'fizik', 'kimya', 'biyoloji', 'sondakika', 'yks2021', 'fen', 'ayt', 'ösym', 'felsefe', 'edebiyat', 'tarih', 'coğrafya']"
Şin',@anagapesisss_,2021-06-27T10:32:41.000Z,Tm'nin çerez mf'nin olağanüstü zor olması sorunsalı... #ayt2021 #matematik,,1,,8,"['ayt2021', 'matematik']"
Kamu Gündemi,@kamugundemicom,2021-06-27T10:32:10.000Z,"YKS 2021 AYT Edebiyat Soruları, Cevapları, Aday Yorumları! Edebiyat Soruları Nasıldı? #ayt2021 #matematik #edebiyat #fizik #kimya #biyoloji #sondakika #yks2021 #fen #ayt #ösym #pazar #edebiyat","YKS 2021 AYT Edebiyat Soruları, Cevapları, Aday Yorumları! Edebiyat Soruları Nasıldı?
2021 yılında üniversiteye başlamak isteyen adaylar için en önemli aşamalardan bir tanesi Alan Yeterlilik Testi sınavı oldu. Sözel bölümden tercih
kamugundemi.com",,,1,"['ayt2021', 'matematik', 'edebiyat', 'fizik', 'kimya', 'biyoloji', 'sondakika', 'yks2021', 'fen', 'ayt', 'ösym', 'pazar', 'edebiyat']"
Kamu Gündemi,@kamugundemicom,2021-06-27T10:31:37.000Z,"2021 YKS AYT Fen Bilimleri Soruları Cevapları! Fizik, Kimya, Biyoloji Kolay Mıydı, Zor Muydu? #ayt2021 #matematik #edebiyat #fizik #kimya #biyoloji #sondakika #yks2021 #fen #ayt #ösym #pazar","2021 YKS AYT Fen Bilimleri Soruları Cevapları! Fizik, Kimya, Biyoloji Kolay Mıydı, Zor Muydu?
Sabah saat 10.15 itibariyle başlayan 2021 YKS AYT oturumu 13.15 itibariyle sona erdi. YKS AYT'ye giren adaylar için en merak
kamugundemi.com",,,,"['ayt2021', 'matematik', 'edebiyat', 'fizik', 'kimya', 'biyoloji', 'sondakika', 'yks2021', 'fen', 'ayt', 'ösym', 'pazar']"
Herşeyiyazmakiçinaçtım,@herseyiyazmak,2021-06-27T10:18:51.000Z,"Selim kardeşim sal güneşi istediği gibi batsın bizene uzunluğundan
#ayt2021 
#matematik",,,,2,"['ayt2021', 'matematik']"
Göknur#DorukhanToköz,@caglargoknur_,2021-06-27T10:18:19.000Z,"#SorularCalındı #sma #AlperenDuymaz #hepimizingoerevi #TrabzonsporlularTakiplesiyor 
#matematik #TUR #EURO2020 #Galatasaray #besiktas 
@Alpereneumutol
 @hasantuncel61
 @ahmetfgokhan
 #Ertem #felsefe13 #yks2021 #YigitPoyraz #ismailbalaban 
@idilPoyrazzz
 @asndl91
 @haluklevent
 @Okyayklc",,1,2,2,"['SorularCalındı', 'sma', 'AlperenDuymaz', 'hepimizingoerevi', 'TrabzonsporlularTakiplesiyor', 'matematik', 'TUR', 'EURO2020', 'Galatasaray', 'besiktas', 'Ertem', 'felsefe13', 'yks2021', 'YigitPoyraz', 'ismailbalaban']"
raazan,@muel_tony,2021-06-27T10:18:02.000Z,Dün tytde gösterilen basit gemi yapımını bugün optik ve aytnin bütün sayfalarına uyguladım ÖSYM'nin kıyağıydı bu herhalde #ayt2021 #matematik,,,,4,"['ayt2021', 'matematik']"
Ece,@EceAkova4,2021-06-27T10:16:43.000Z,Ayşeyle ferhatı pizzanın dik açısına oturtmaya gidiyorum #yks2021 #matematik #ayt2021,,,,17,"['yks2021', 'matematik', 'ayt2021']"
eda,@edaozcool,2021-06-27T10:14:42.000Z,bi insan neden pizza yerken merkez açısının ölçüsünü merak eder ki #ayt2021 -#matematik,,,,16,"['ayt2021', 'matematik']"
Maksat İstihdam,@maksat_istihdam,2021-06-27T10:12:56.000Z,#ayt2021 sona eriyor. Sınavın en önemli kısımlarından biri olan #matematik sıkça tartışılıyor.,"AYT 2021 Matematik soruları: Sorular zor muydu? Adaylar yorumluyor
Alan Yeterlilik Testi (AYT) her yıl üniversitelerin 4 yıllık bölümlerinde yer almak isteyen lise mezunu veya lise son sınıf öğrencilerinin girdiği YKS içerisindeki en önemli testtir. Bu test ile...
maksatistihdam.com",,,,"['ayt2021', 'matematik']"
Gizem,@gizeeemm12,2021-06-27T10:10:51.000Z,"Sayısalcı olarak girdiğim sınavdan eşit ağırlıkçı olarak çıktım 
#ayt2021
#matematik",,1,,13,"['ayt2021', 'matematik']"
Ayşem Kurtoğlu,@AysemKurtoglu,2021-06-27T10:10:46.000Z,Sınava mi girdim anlamadım ben o nasıl #matematik ti #ayt2021,,1,,10,"['matematik', 'ayt2021']"
samet çocum yapma,@sametsusaq,2021-06-27T10:10:18.000Z,Aileme durumu izah ediyorum #ayt2021 #matematik,,,5,134,"['ayt2021', 'matematik']"
Sｕｒｖｅｙｓ,@Surveys_TR,2021-06-27T10:09:24.000Z,"#ayt2021 en çok hangi dersten net çıkabilir?

#yks2021 
#sosyal
#edebiyat
#Fen
#matematik","Edebiyat
36%
Sosyal
21.7%
Matematik
24.6%
Fen
17.7%
175 votes
·
Final results",1,,,"['ayt2021', 'yks2021', 'sosyal', 'edebiyat', 'Fen', 'matematik']"
¿,@mithat01_,2021-06-27T09:57:46.000Z,#ayt2021 #matematik #yks2021 den çıktıktan sonra kendimi avutma şeklim ektedir ;,,,,9,"['ayt2021', 'matematik', 'yks2021']"
Metin Bağ,@bag_metin,2021-06-27T09:55:00.000Z,"Replying to 
@RTErdogan","Sizde hiç utanma yok mu? Bu gençler size gereken cevabı verecek. 
#yks2021 #tyt2021 Sorular 100 Sterlin ÖSYM #matematik",,,,[]
meryem üstün,@damlasena3,2021-06-27T09:53:53.000Z,Sınavdan sonra bizim çocuklar. #yks2021 #tyt2021 #ayt2021 #universite #osym #nasildi #kolaydı #KATARLI #hakkımıhelaletmiyorum #meb #ziyaselcuk #matematik #felsefe  #turkce,,,,5,"['yks2021', 'tyt2021', 'ayt2021', 'universite', 'osym', 'nasildi', 'kolaydı', 'KATARLI', 'hakkımıhelaletmiyorum', 'meb', 'ziyaselcuk', 'matematik', 'felsefe', 'turkce']"
sevo,@benrsevo,2021-06-27T09:53:06.000Z,"Şu 100 kişilik proje ekibi nerede Allah aşkına
#ayt2021 #matematik",,1,,27,"['ayt2021', 'matematik']"
Blackberry,@lblackbery,2021-06-27T09:47:50.000Z,"İlk 1 saatte bitirenler burda mısınız?

Tamaaaam..
#ayt2021 #yks2021 #matematik #osym",,,,5,"['ayt2021', 'yks2021', 'matematik', 'osym']"
:),@SokratesAldg,2021-06-27T09:47:20.000Z,"#ayt2021 #oesym2021 #matematik
Meğer ne çok Paragraf sığdırmışsın içine",,,,7,"['ayt2021', 'oesym2021', 'matematik']"
Gulyabani,@kalbimizmir,2021-06-27T09:43:40.000Z,"Sınavın nasıl geçti diye soran akrabalarıma cevabım, ben hazırım nereye gömüyonuz

Matematik Fizik Kimya Biyoloji
#ayt2021
#yds2021
#felsefe13
#matematik
#SedatPeker 
#GenclerDavaAcıyor",,,1,4,"['ayt2021', 'yds2021', 'felsefe13', 'matematik', 'SedatPeker', 'GenclerDavaAcıyor']"
Abdül Aziz GÜRBÜZ,@abdulazizgurbuz,2021-06-27T09:41:49.000Z,#matematik https://instagram.com/p/CQnnUmuL8gD/?utm_medium=twitter…,,,,,['matematik']
Umut Ama Tükenmiş Olan,@dre4m1n001,2021-06-27T09:40:27.000Z,"Ayşe ve Ferhat'ın pizzasına tüküreyim
#ayt2021 #matematik",,1,,6,"['ayt2021', 'matematik']"
Gulyabani,@kalbimizmir,2021-06-27T09:39:52.000Z,"Sınavın nasıl geçti diye soran akrabalarıma cevabım, ben hazırım nereye gömüyonuz

Matematik Fizik Kimya Biyoloji
#ayt2021
#yds2021
#felsefe13
#matematik
#SedatPeker 
#GenclerDavaAcıyor",,,,4,"['ayt2021', 'yds2021', 'felsefe13', 'matematik', 'SedatPeker', 'GenclerDavaAcıyor']"
Playmaker/OZAN TUFAN DÜŞMANI,@PlaymakerFB,2021-06-27T09:34:46.000Z,"AYT Sınavında yaptığım net sayısı aşağıda mevcuttur:

#ayt21 #ayt2021 #matematik",,,1,3,"['ayt21', 'ayt2021', 'matematik']"
Çobanoğlu,@JarReben,2021-06-27T09:28:57.000Z,"Ezberci, düşünceyi körleştiren, yetenekleri kısırlaştıran eğitim sistemimi felaket sonuçlar getirir.

#yks2021 #tyt2021 #ayt2021 #matematik","From 
Akıl Tozu",,,8,"['yks2021', 'tyt2021', 'ayt2021', 'matematik']"
Farkındalık,@sosyalfarktr,2021-06-27T09:22:53.000Z,"Ezberci, düşünceyi körleştiren, yetenekleri kısırlaştıran eğitim sistemimi felaket sonuçlar getirir.

#yks2021 #tyt2021 #ayt2021 #matematik","0:02
105.9K views
From 
Akıl Tozu",5,96,607,"['yks2021', 'tyt2021', 'ayt2021', 'matematik']"
Sertan Korkusuz,@sertankorkusuzz,2021-06-27T09:06:22.000Z,"Barış abi dünkü TYT sınavında yaşını hesaplamaya çalışan Faruk videoda bahsi geçen müzeye mi gitmiş?  #kendinden39 #yks2021 #matematik 
@BarisOzcan",,,,,"['kendinden39', 'yks2021', 'matematik']"
𝚃𝚎𝚚𝚞𝚁𝚎𝚔,@Tequrek62,2021-06-27T08:58:36.000Z,Mahallede ki dedikoducu teyzeler gibi çekirdeğimi aldım sonuçlarımın açıklanmasını izliyorum #SorularCalındı #ayt2021 #tyt2021 #matematik,,1,1,1,"['SorularCalındı', 'ayt2021', 'tyt2021', 'matematik']"
spacex00,@00spacex,2021-06-27T08:46:14.000Z,Giden gençliğime böyle bakıyorum #ayt2021 #matematik #tyt2021,,1,1,2,"['ayt2021', 'matematik', 'tyt2021']"
idris şekerci,@idrissekerci,2021-06-27T08:39:01.000Z,#matematik daha ne kadar korkulu bir rüya olacak bu memlekette?!..,,,1,20,['matematik']
FENERBAHÇEM1907,@FENERBA49281979,2021-06-27T08:22:32.000Z,ÖPDMSALPWRMDMLDPXLEELCPWPDJNXM #ayt2021 #felsefe13 #matematik,,,,2,"['ayt2021', 'felsefe13', 'matematik']"
FENERBAHÇEM1907,@FENERBA49281979,2021-06-27T08:22:32.000Z,ÖPDMSALPWRMDMLDPXLEELCPWPDJNXM #ayt2021 #felsefe13 #matematik,"0:01
175 views",,,2,"['ayt2021', 'felsefe13', 'matematik']"
hande kavaklı,@Hande_kavakli,2021-06-27T08:11:21.000Z,"R.T Erdoğan : SÖKE SÖKE alirlar videosu

https://youtu.be/id8cyraLrWE

#izmir #yks2021
#matematik
#ödemeyeceğiz tele1 TV Söke Söke
Polis Korkmaz Karaca 
 Danimarka Özlem Tekin Deniz Baykal
#ÖzürDileKılıçdaroğlu
#sorularçalındı
#SedatPeker 
#LGBTHaddiniBil
#GençlerDavaAçıyor","Erdoğan: Söke Söke alırlar konuşması
#söke #söke #kanalistanbul
youtube.com",,,,"['izmir', 'yks2021', 'matematik', 'ödemeyeceğiz', 'ÖzürDileKılıçdaroğlu', 'sorularçalındı', 'SedatPeker', 'LGBTHaddiniBil', 'GençlerDavaAçıyor']"
hande kavaklı,@Hande_kavakli,2021-06-27T08:08:37.000Z,"R.T Erdoğan : SÖKE SÖKE alirlar videosu

https://youtu.be/id8cyraLrWE

#izmir 
#matematik
#ödemeyeceğiz tele1 TV Söke Söke
Polis Korkmaz Karaca 
 Danimarka Özlem Tekin Deniz Baykal
#ÖzürDileKılıçdaroğlu
#sorularçalındı
#SedatPeker 
#LGBTHaddiniBil","Erdoğan: Söke Söke alırlar konuşması
#söke #söke #kanalistanbul
youtube.com",,,,"['izmir', 'matematik', 'ödemeyeceğiz', 'ÖzürDileKılıçdaroğlu', 'sorularçalındı', 'SedatPeker', 'LGBTHaddiniBil']"
hande kavaklı,@Hande_kavakli,2021-06-27T08:07:17.000Z,"R.T Erdoğan : SÖKE SÖKE alirlar videosu

https://youtu.be/id8cyraLrWE

#izmir 
#matematik
#ödemeyeceğiz tele1 TV Söke Söke
Polis Korkmaz Karaca 
 Danimarka Özlem Tekin Deniz Baykal
#ÖzürDileKılıçdaroğlu
#ÖğrtErkenSeçimDiyor
#GençlerDavaAçıyor thc

#sorularçalındı","Erdoğan: Söke Söke alırlar konuşması
#söke #söke #kanalistanbul
youtube.com",,,,"['izmir', 'matematik', 'ödemeyeceğiz', 'ÖzürDileKılıçdaroğlu', 'ÖğrtErkenSeçimDiyor', 'GençlerDavaAçıyor', 'sorularçalındı']"
hande kavaklı,@Hande_kavakli,2021-06-27T08:06:45.000Z,"R.T Erdoğan : SÖKE SÖKE alirlar videosu

https://youtu.be/id8cyraLrWE

#izmir 
#Pride2021
#tyt2021 
#matematik
#ödemeyeceğiz tele1 TV Söke Söke
Polis Korkmaz Karaca Kürdistan
 Danimarka Özlem Tekin Deniz Baykal
#ÖzürDileKılıçdaroğlu
#ÖğrtErkenSeçimDiyor
#GençlerDavaAçıyor 
#SedatPeker","Erdoğan: Söke Söke alırlar konuşması
#söke #söke #kanalistanbul
youtube.com",,,,"['izmir', 'Pride2021', 'tyt2021', 'matematik', 'ödemeyeceğiz', 'ÖzürDileKılıçdaroğlu', 'ÖğrtErkenSeçimDiyor', 'GençlerDavaAçıyor', 'SedatPeker']"
hande kavaklı,@Hande_kavakli,2021-06-27T07:52:28.000Z,"R.T Erdoğan : SÖKE SÖKE alirlar videosu

https://youtu.be/id8cyraLrWE

#izmir 
#Pride2021
#tyt2021 Urfa
#matematik
#ödemeyeceğiz tele1 TV Söke Söke
Polis Korkmaz Karaca Kürdistan
 Danimarka Özlem Tekin Deniz Baykal
#ÖzürDileKılıçdaroğlu
#ÖğrtErkenSeçimDiyor
#GençlerDavaAçıyor itr","Erdoğan: Söke Söke alırlar konuşması
#söke #söke #kanalistanbul
youtube.com",,,,"['izmir', 'Pride2021', 'tyt2021', 'matematik', 'ödemeyeceğiz', 'ÖzürDileKılıçdaroğlu', 'ÖğrtErkenSeçimDiyor', 'GençlerDavaAçıyor']"
hande kavaklı,@Hande_kavakli,2021-06-27T07:52:12.000Z,"R.T Erdoğan : SÖKE SÖKE alirlar videosu

https://youtu.be/id8cyraLrWE

#izmir 
#Pride2021
#tyt2021 Urfa
#matematik
#ödemeyeceğiz tele1 TV Söke Söke
Polis Korkmaz Karaca Kürdistan
 Danimarka Özlem Tekin Deniz Baykal
#ÖzürDileKılıçdaroğlu
#ÖğrtErkenSeçimDiyor
#GençlerDavaAçıyor ijb","Erdoğan: Söke Söke alırlar konuşması
#söke #söke #kanalistanbul
youtube.com",,,,"['izmir', 'Pride2021', 'tyt2021', 'matematik', 'ödemeyeceğiz', 'ÖzürDileKılıçdaroğlu', 'ÖğrtErkenSeçimDiyor', 'GençlerDavaAçıyor']"
Zafer Güzel,@zaferguzel0,2021-06-27T07:32:44.000Z,Alın ben de yazıyorum #matematik #ayt2021 27.soru integral ve cevabı C,,,,,"['matematik', 'ayt2021']"
𝕵𝖊𝖓𝖉𝖓𝖎𝖓𝖎rubyjane ¹ #JNK1,@Mandunini1,2021-06-27T07:30:04.000Z,"Kendinden 39 kat büyük 300 yıllık vazoyu araştıran gerizekhalı sana sesleniyorum o vazoyu al .... gerisini anlamıştır :|

#yks2021 #matematik",,,,4,"['yks2021', 'matematik']"
hazal,@hazallo_,2021-06-27T07:21:38.000Z,"İki gündür sınava girmedigim halde gergin olmak, hiçbir problem olmadığı halde gece uyuyamamak,sabah bir anda uyanmak, doğum günüm olduğu halde değilmiş gibi hissetmek, sınav sorularını düşünmek... Böyle böyle delirttiniz bizi işte. #yks2021 #ayt2021 #matematik #SorularCalındı",,,1,11,"['yks2021', 'ayt2021', 'matematik', 'SorularCalındı']"
Matematik yap,@matematikyapcom,2021-06-27T07:20:14.000Z,"#matematik #math #mathematics #exponentialgrowth #exponential #üslüsayılar #üslüifadeler #lisematematik #ispat #formülispati #kayseri #develi @ Develi, Kayseri https://instagram.com/p/CQnXHudjF2j/?utm_medium=twitter…",,,,,"['matematik', 'math', 'mathematics', 'exponentialgrowth', 'exponential', 'üslüsayılar', 'üslüifadeler', 'lisematematik', 'ispat', 'formülispati', 'kayseri', 'develi']"
Çılgın Fizikçiler ve Bilim İnsanları #Bilim,@CilginFizikciBi,2021-06-27T07:00:09.000Z,"Elipsin merkezden çıkan ışınların diğer merkezde birleşmesi 

#bilim #fizik #matematik #geometri #elips #odak","0:08
74 views",,3,3,"['bilim', 'fizik', 'matematik', 'geometri', 'elips', 'odak']"
Aysel Barut,@barut_aysel2017,2021-06-27T06:31:36.000Z,"Dün bulamadığım fuat ın yaşını bulmaya geldim #matematik #SorularCalındı #yks2021
#ayt2021",,,,,"['matematik', 'SorularCalındı', 'yks2021', 'ayt2021']"
Wraith,@Wraith754642231,2021-06-27T06:27:01.000Z,Dün ablama dedim ki matematik zordu fln o da aman boşver sen zaten matematiği yapamıyordun dedi saol reis moralim yerine geldi #tyt2021 #matematik,,,,1,"['tyt2021', 'matematik']"
Halil Akıl,@haliakil,2021-06-27T06:24:53.000Z,"Yine okulun önünde bekleyen ben :( 
#yks2021 #matematik #yks2021",,,,3,"['yks2021', 'matematik', 'yks2021']"
Elif the yargi machine,@Eliifgunerr,2021-06-27T06:12:49.000Z,faruk ölmüslerinin götüne girsin kardesim o vazo tamam mı  #matematik,,2,,14,['matematik']
Muhammed Ensar Akyıldız,@omea112,2021-06-27T05:58:54.000Z,"İşsiz kalmayı bekliyorum.
#yks2021 #ayt2021 #YKS #tyt2021 #matematik #edebiyat #Sosyal #yks2021tayfa #SorularCalındı",,,1,4,"['yks2021', 'ayt2021', 'YKS', 'tyt2021', 'matematik', 'edebiyat', 'Sosyal', 'yks2021tayfa', 'SorularCalındı']"
Sıla Tomurer,@SlaTomurer2,2021-06-27T05:48:33.000Z,Tek korkum matematik nolur SAYI verinnn SAYII #ayt2021 #matematik,,1,,2,"['ayt2021', 'matematik']"
Burak Kutur,@brktr_23,2021-06-27T05:28:06.000Z,"Ülkecek geldiğimiz son durum, yazık...
#sorularçalındı #felsefe13 #matematik #ayt21 #ayt2021 #yks21 #yks2021",,,,5,"['sorularçalındı', 'felsefe13', 'matematik', 'ayt21', 'ayt2021', 'yks21', 'yks2021']"
etonya#İstanbulSözleşmesiYaşatır,@metiinyavuzzz,2021-06-27T05:23:52.000Z,"Kötü geçen #tyt2021 ardından soruların da çalındığını öğrendikten sonra #ayt2021 girmeye gidiyorumdur
Yıkılmadım ama ayakta da değilim.
#felsefe13
#matematik
#yks2021
#yks21",,,,11,"['tyt2021', 'ayt2021', 'felsefe13', 'matematik', 'yks2021', 'yks21']"
etonya#İstanbulSözleşmesiYaşatır,@metiinyavuzzz,2021-06-27T04:27:46.000Z,"Ülkeyi Katarlılara, soruları özel okullara satıyorsunuz. 
#ayt2021
#matematik
#sorularçalındı
#GençlerDavaAçıyor",,,,8,"['ayt2021', 'matematik', 'sorularçalındı', 'GençlerDavaAçıyor']"
~Esmer~Veyso,@esmerveyso,2021-06-26T23:39:36.000Z,SMA TİP 1 hastası Aysima sizlerden destek bekliyor! Onun savaşında yanında olur musunuz? #Pride2021  #matematik #tyt2021 #kolaydı #ÖzürDileKılıçdaroğlu #yks2021tayfa #OnurHaftası #UEeğitimSınavsızUEniversite,,1,57,653,"['Pride2021', 'matematik', 'tyt2021', 'kolaydı', 'ÖzürDileKılıçdaroğlu', 'yks2021tayfa', 'OnurHaftası', 'UEeğitimSınavsızUEniversite']"
Özkan Kaynak,@kaynak_ozkan,2021-06-26T22:05:04.000Z,"#GeceyeNotum #GeceyeBirNot #iyigeceler #Survivor2021 #sondakika 
Deniz Baykal #Cinayetiİtirafetti Korkmaz Karaca #matematik #ÖzürDileKılıçdaroğlu #ÖğrtErkenSeçimDiyor #cumartesi #pazar Canan #kahraman4381 #SenCalKapımı","Quote Tweet
ArmArk
@armark87
 · Jun 26
Her Gece Aynı Şeyler..",1,,1,"['GeceyeNotum', 'GeceyeBirNot', 'iyigeceler', 'Survivor2021', 'sondakika', 'Cinayetiİtirafetti', 'matematik', 'ÖzürDileKılıçdaroğlu', 'ÖğrtErkenSeçimDiyor', 'cumartesi', 'pazar', 'kahraman4381', 'SenCalKapımı']"
Özkan Kaynak,@kaynak_ozkan,2021-06-26T22:01:39.000Z,"#GeceyeNotum #GeceyeBirNot #iyigeceler #Survivor2021 #sondakika 
Deniz Baykal #Cinayetiİtirafetti Korkmaz Karaca #matematik #ÖzürDileKılıçdaroğlu #ÖğrtErkenSeçimDiyor #cumartesi #pazar #gece #istanbul","Quote Tweet
ArmArk
@armark87
 · Jun 26
Her Gece Aynı Şeyler..",,,1,"['GeceyeNotum', 'GeceyeBirNot', 'iyigeceler', 'Survivor2021', 'sondakika', 'Cinayetiİtirafetti', 'matematik', 'ÖzürDileKılıçdaroğlu', 'ÖğrtErkenSeçimDiyor', 'cumartesi', 'pazar', 'gece', 'istanbul']"
FS,@loxeyss,2021-06-26T22:00:46.000Z,"acaba soruyu hazırlayanlar böyle twitleri okuyup eğlenmek için mi atıyor? ddlld
#yks2021 #kolaydı #matematik",,,,2,"['yks2021', 'kolaydı', 'matematik']"
Drone,@DroneaDrone,2021-06-26T21:55:08.000Z,"TAHKİM dediği:
Osmanlı borçlarını Türkiye Cumhuriyetinden 1954 yılına kadar tahsil eden İngiliz Duyun-u umumi!!!
Osmanlının izinde gittikleri ne belli!!!#GenclerDavaAcıyor #yks2021 #matematik Deniz Baykal","Quote Tweet
Sözcü
@gazetesozcu
 · Jun 26
Erdoğan'dan Kanal İstanbul çıkışı: ""Söke söke sizden bu paraları uluslararası tahkim yoluyla alırlar""
https://sozcu.com.tr/2021/gundem/kanal-istanbulun-ilk-koprusu-icin-toren-6507194/…",,,,"['GenclerDavaAcıyor', 'yks2021', 'matematik']"
Psk. Dan. Nazan KURU,@NazanKuru17,2021-06-26T21:51:13.000Z,"#TYT genel anlamda gerçekten zor değildi bence.7 yıl geçmiş lise biteli ama Türkçede insanın gözü sözel mantık ya da paragraf arıyor.Gerçi #matematik oldukça saçmaydı, hatta tiksincti. Daha kaliteli sorular hazırlanabilirdi. Gençlerin emeğine yine yazık olan bi sınav..#2021ayt",,,,2,"['TYT', 'matematik', '2021ayt']"
Bitirafcom,@bitirafcom,2021-06-26T21:49:54.000Z,#matematik dersi sevilmez sevdirilir. Bundan dolayı zor sormuşlar sanırım. Gençler umarım istediğiniz bölümleri kazanıp istediğiniz başarı puanlarını elde edersiniz.,,,,,['matematik']
patron,@PATRON89135521,2021-06-26T21:49:13.000Z,"La 50 tane bağımsız gündem var nereye düştük aq  #sorularçalındı
#yks2021 
#matematik 
#GenclerDavaAcıyor",,,,,"['sorularçalındı', 'yks2021', 'matematik', 'GenclerDavaAcıyor']"
Kübra Çevik,@Kbra25606362,2021-06-26T21:47:42.000Z,Matem... atik #matematik,,,,,['matematik']
Teen Punch,@ArifMngr1,2021-06-26T21:45:04.000Z,"#matematik 
#yks2021 
Başaramadık abi",,,,1,"['matematik', 'yks2021']"
Kırık Gönül,@Kirikgonlum,2021-06-26T21:43:25.000Z,"#GeceyeNotum #GeceyeBirNot #iyigeceler #Survivor2021 #sondakika 
Deniz Baykal #Cinayetiİtirafetti Korkmaz Karaca #matematik #ÖzürDileKılıçdaroğlu #ÖğrtErkenSeçimDiyor #cumartesi #pazar Serkan Semih Canan","Quote Tweet
ArmArk
@armark87
 · Jun 26
Her Gece Aynı Şeyler..",,,2,"['GeceyeNotum', 'GeceyeBirNot', 'iyigeceler', 'Survivor2021', 'sondakika', 'Cinayetiİtirafetti', 'matematik', 'ÖzürDileKılıçdaroğlu', 'ÖğrtErkenSeçimDiyor', 'cumartesi', 'pazar']"
cemil,@cemil700175101,2021-06-26T21:40:26.000Z,#sorularçalındı #matematik,"Quote Tweet
Yasemin Ziyan
@yaseminziyan
 · Jun 27
Sokak Röportajları: Z Kuşağı İsyan Etti. Gençlerin Oyu Belli. Halk Erken Seçim İstiyor VİDEONUN DEVAMI: https://youtube.com/WhoTvHaber/?sub_confirmation=1… 

#Cinayetiİtirafetti Kürdistan Özlem Tekin 
@sedat_peker
 #ÖzürDileKılıçdaroğlu #GençlerDavaAçıyor #ödemeyeceğiz Deniz Baykal Korkmaz Karaca",,,,"['sorularçalındı', 'matematik']"
